id,name,subClass,class,quality
28681,Grand Marshal's Lamellar Helm,Plate,Armor,Rare
28683,Grand Marshal's Lamellar Shoulders,Plate,Armor,Rare
28684,Grand Marshal's Leather Gloves,Leather,Armor,Rare
28685,Grand Marshal's Leather Helm,Leather,Armor,Rare
28686,Grand Marshal's Leather Legguards,Leather,Armor,Rare
28687,Grand Marshal's Leather Spaulders,Leather,Armor,Rare
28688,Grand Marshal's Leather Tunic,Leather,Armor,Rare
28689,Grand Marshal's Linked Armor,Mail,Armor,Rare
28690,Grand Marshal's Linked Gauntlets,Mail,Armor,Rare
28691,Grand Marshal's Linked Helm,Mail,Armor,Rare
28692,Grand Marshal's Linked Leggings,Mail,Armor,Rare
28693,Grand Marshal's Linked Spaulders,Mail,Armor,Rare
28694,Grand Marshal's Mail Armor,Mail,Armor,Rare
28695,Grand Marshal's Mail Gauntlets,Mail,Armor,Rare
28696,Grand Marshal's Mail Helm,Mail,Armor,Rare
28697,Grand Marshal's Mail Leggings,Mail,Armor,Rare
28698,Grand Marshal's Mail Spaulders,Mail,Armor,Rare
28699,Grand Marshal's Plate Chestpiece,Plate,Armor,Rare
28700,Grand Marshal's Plate Gauntlets,Plate,Armor,Rare
28701,Grand Marshal's Plate Helm,Plate,Armor,Rare
28702,Grand Marshal's Plate Legguards,Plate,Armor,Rare
28703,Grand Marshal's Plate Shoulders,Plate,Armor,Rare
28704,Grand Marshal's Satin Gloves,Cloth,Armor,Rare
28705,Grand Marshal's Satin Hood,Cloth,Armor,Rare
28706,Grand Marshal's Satin Leggings,Cloth,Armor,Rare
28707,Grand Marshal's Satin Mantle,Cloth,Armor,Rare
28708,Grand Marshal's Satin Robe,Cloth,Armor,Rare
28709,Grand Marshal's Scaled Chestpiece,Plate,Armor,Rare
28710,Grand Marshal's Scaled Gauntlets,Plate,Armor,Rare
28711,Grand Marshal's Scaled Helm,Plate,Armor,Rare
28712,Grand Marshal's Scaled Legguards,Plate,Armor,Rare
28713,Grand Marshal's Scaled Shoulders,Plate,Armor,Rare
28714,Grand Marshal's Silk Amice,Cloth,Armor,Rare
28715,Grand Marshal's Silk Cowl,Cloth,Armor,Rare
28716,Grand Marshal's Silk Handguards,Cloth,Armor,Rare
28717,Grand Marshal's Silk Raiment,Cloth,Armor,Rare
28718,Grand Marshal's Silk Trousers,Cloth,Armor,Rare
28719,Grand Marshal's Wyrmhide Gloves,Leather,Armor,Rare
28720,Grand Marshal's Wyrmhide Helm,Leather,Armor,Rare
28721,Grand Marshal's Wyrmhide Legguards,Leather,Armor,Rare
28722,Grand Marshal's Wyrmhide Spaulders,Leather,Armor,Rare
28723,Grand Marshal's Wyrmhide Tunic,Leather,Armor,Rare
28724,Grand Marshal's Lamellar Legguards,Plate,Armor,Rare
28725,Rune Activation Device,Quest,Quest,Common
28726,Mantle of the Mind Flayer,Cloth,Armor,Epic
28727,Pendant of the Violet Eye,Miscellaneous,Armor,Epic
28728,Aran's Soothing Sapphire,Miscellaneous,Armor,Epic
28729,Spiteblade,Sword,Weapon,Epic
28730,Mithril Band of the Unscarred,Miscellaneous,Armor,Epic
28731,Shining Chain of the Afterworld,Miscellaneous,Armor,Epic
28732,Cowl of Defiance,Leather,Armor,Epic
28733,Girdle of Truth,Plate,Armor,Epic
28734,Jewel of Infinite Possibilities,Miscellaneous,Armor,Epic
28735,Earthblood Chestguard,Mail,Armor,Epic
28740,Rip-Flayer Leggings,Mail,Armor,Epic
28741,Skulker's Greaves,Leather,Armor,Epic
28742,Pantaloons of Repentance,Cloth,Armor,Epic
28743,Mantle of Abrahmis,Plate,Armor,Epic
28744,Uni-Mind Headdress,Cloth,Armor,Epic
28745,Mithril Chain of Heroism,Miscellaneous,Armor,Epic
28746,Fiend Slayer Boots,Mail,Armor,Epic
28747,Battlescar Boots,Plate,Armor,Epic
28748,Legplates of the Innocent,Plate,Armor,Epic
28749,King's Defender,Sword,Weapon,Epic
28750,Girdle of Treachery,Leather,Armor,Epic
28751,Heart-Flame Leggings,Mail,Armor,Epic
28752,Forestlord Striders,Leather,Armor,Epic
28753,Ring of Recurrence,Miscellaneous,Armor,Epic
28754,Triptych Shield of the Ancients,Shield,Armor,Epic
28755,Bladed Shoulderpads of the Merciless,Leather,Armor,Epic
28756,Headdress of the High Potentate,Cloth,Armor,Epic
28757,Ring of a Thousand Marks,Miscellaneous,Armor,Epic
28758,Exorcist's Mail Helm,Mail,Armor,Rare
28759,Exorcist's Dreadweave Hood,Cloth,Armor,Rare
28760,Exorcist's Silk Hood,Cloth,Armor,Rare
28761,Exorcist's Scaled Helm,Plate,Armor,Rare
28762,Adornment of Stolen Souls,Miscellaneous,Armor,Epic
28763,Jade Ring of the Everliving,Miscellaneous,Armor,Epic
28764,Farstrider Wildercloak,Cloth,Armor,Epic
28765,Stainless Cloak of the Pure Hearted,Cloth,Armor,Epic
28766,Ruby Drape of the Mysticant,Cloth,Armor,Epic
28767,The Decapitator,Axe,Weapon,Epic
28768,Malchazeen,Dagger,Weapon,Epic
28769,The Keystone,Quest,Quest,Common
28770,Nathrezim Mindblade,Dagger,Weapon,Epic
28771,Light's Justice,Mace,Weapon,Epic
28772,Sunfury Bow of the Phoenix,Bow,Weapon,Epic
28773,Gorehowl,Axe,Weapon,Epic
28774,Glaive of the Pit,Polearm,Weapon,Epic
28775,Thundering Greathelm,Plate,Armor,Epic
28776,Liar's Tongue Gloves,Leather,Armor,Epic
28777,Cloak of the Pit Stalker,Cloth,Armor,Epic
28778,Terror Pit Girdle,Mail,Armor,Epic
28779,Girdle of the Endless Pit,Plate,Armor,Epic
28780,Soul-Eater's Handwraps,Cloth,Armor,Epic
28781,Karaborian Talisman,Miscellaneous,Armor,Epic
28782,Crystalheart Pulse-Staff,Staff,Weapon,Epic
28783,Eredar Wand of Obliteration,Wand,Weapon,Epic
28784,Unyielding Banner Scrap,Other,Consumable,Common
28785,The Lightning Capacitor,Miscellaneous,Armor,Epic
28786,Apex's Crystal Focus,Quest,Quest,Common
28787,Annihilator Servo,Quest,Quest,Common
28788,Tabard of the Protector,Miscellaneous,Armor,Uncommon
28789,Eye of Magtheridon,Miscellaneous,Armor,Epic
28790,Naaru Lightwarden's Band,Miscellaneous,Armor,Epic
28791,Ring of the Recalcitrant,Miscellaneous,Armor,Epic
28792,A'dal's Signet of Defense,Miscellaneous,Armor,Epic
28793,Band of Crimson Fury,Miscellaneous,Armor,Epic
28794,Axe of the Gronn Lords,Axe,Weapon,Epic
28795,Bladespire Warbands,Plate,Armor,Epic
28796,Malefic Mask of the Shadows,Leather,Armor,Epic
28797,Brute Cloak of the Ogre-Magi,Cloth,Armor,Epic
28799,Belt of Divine Inspiration,Cloth,Armor,Epic
28800,Hammer of the Naaru,Mace,Weapon,Epic
28801,Maulgar's Warhelm,Mail,Armor,Epic
28802,Bloodmaw Magus-Blade,Sword,Weapon,Epic
28803,Cowl of Nature's Breath,Leather,Armor,Epic
28804,Collar of Cho'gall,Cloth,Armor,Epic
28805,High Warlord's Chain Armor,Mail,Armor,Rare
28806,High Warlord's Chain Gauntlets,Mail,Armor,Rare
28807,High Warlord's Chain Helm,Mail,Armor,Rare
28808,High Warlord's Chain Leggings,Mail,Armor,Rare
28809,High Warlord's Chain Spaulders,Mail,Armor,Rare
28810,Windshear Boots,Mail,Armor,Epic
28811,High Warlord's Dragonhide Gloves,Leather,Armor,Rare
28812,High Warlord's Dragonhide Helm,Leather,Armor,Rare
28813,High Warlord's Dragonhide Legguards,Leather,Armor,Rare
28814,High Warlord's Dragonhide Spaulders,Leather,Armor,Rare
28815,High Warlord's Dragonhide Tunic,Leather,Armor,Rare
28817,High Warlord's Dreadweave Gloves,Cloth,Armor,Rare
28818,High Warlord's Dreadweave Hood,Cloth,Armor,Rare
28819,High Warlord's Dreadweave Leggings,Cloth,Armor,Rare
28820,High Warlord's Dreadweave Mantle,Cloth,Armor,Rare
28821,High Warlord's Dreadweave Robe,Cloth,Armor,Rare
28822,Teeth of Gruul,Miscellaneous,Armor,Epic
28823,Eye of Gruul,Miscellaneous,Armor,Epic
28824,Gauntlets of Martial Perfection,Plate,Armor,Epic
28825,Aldori Legacy Defender,Shield,Armor,Epic
28826,Shuriken of Negation,Thrown,Weapon,Poor
28827,Gauntlets of the Dragonslayer,Mail,Armor,Epic
28828,Gronn-Stitched Girdle,Leather,Armor,Epic
28829,Arklon Crystal Artifact,Quest,Quest,Common
28830,Dragonspine Trophy,Miscellaneous,Armor,Epic
28831,High Warlord's Lamellar Chestpiece,Plate,Armor,Rare
28832,High Warlord's Lamellar Gauntlets,Plate,Armor,Rare
28833,High Warlord's Lamellar Helm,Plate,Armor,Rare
28834,High Warlord's Lamellar Legguards,Plate,Armor,Rare
28835,High Warlord's Lamellar Shoulders,Plate,Armor,Rare
28836,High Warlord's Leather Gloves,Leather,Armor,Rare
28837,High Warlord's Leather Helm,Leather,Armor,Rare
28838,High Warlord's Leather Legguards,Leather,Armor,Rare
28839,High Warlord's Leather Spaulders,Leather,Armor,Rare
28840,High Warlord's Leather Tunic,Leather,Armor,Rare
28841,High Warlord's Linked Armor,Mail,Armor,Rare
28842,High Warlord's Linked Gauntlets,Mail,Armor,Rare
28843,High Warlord's Linked Helm,Mail,Armor,Rare
28844,High Warlord's Linked Leggings,Mail,Armor,Rare
28845,High Warlord's Linked Spaulders,Mail,Armor,Rare
28846,High Warlord's Mail Armor,Mail,Armor,Rare
28847,High Warlord's Mail Gauntlets,Mail,Armor,Rare
28848,High Warlord's Mail Helm,Mail,Armor,Rare
28849,High Warlord's Mail Leggings,Mail,Armor,Rare
28850,High Warlord's Mail Spaulders,Mail,Armor,Rare
28851,High Warlord's Plate Chestpiece,Plate,Armor,Rare
28852,High Warlord's Plate Gauntlets,Plate,Armor,Rare
28853,High Warlord's Plate Helm,Plate,Armor,Rare
28854,High Warlord's Plate Legguards,Plate,Armor,Rare
28855,High Warlord's Plate Shoulders,Plate,Armor,Rare
28856,High Warlord's Satin Gloves,Cloth,Armor,Rare
28857,High Warlord's Satin Hood,Cloth,Armor,Rare
28858,High Warlord's Satin Leggings,Cloth,Armor,Rare
28859,High Warlord's Satin Mantle,Cloth,Armor,Rare
28860,High Warlord's Satin Robe,Cloth,Armor,Rare
28861,High Warlord's Scaled Chestpiece,Plate,Armor,Rare
28862,High Warlord's Scaled Gauntlets,Plate,Armor,Rare
28863,High Warlord's Scaled Helm,Plate,Armor,Rare
28864,High Warlord's Scaled Legguards,Plate,Armor,Rare
28865,High Warlord's Scaled Shoulders,Plate,Armor,Rare
28866,High Warlord's Silk Amice,Cloth,Armor,Rare
28867,High Warlord's Silk Cowl,Cloth,Armor,Rare
28868,High Warlord's Silk Handguards,Cloth,Armor,Rare
28869,High Warlord's Silk Raiment,Cloth,Armor,Rare
28870,High Warlord's Silk Trousers,Cloth,Armor,Rare
28871,High Warlord's Wyrmhide Gloves,Leather,Armor,Rare
28872,High Warlord's Wyrmhide Helm,Leather,Armor,Rare
28873,High Warlord's Wyrmhide Legguards,Leather,Armor,Rare
28874,High Warlord's Wyrmhide Spaulders,Leather,Armor,Rare
28875,High Warlord's Wyrmhide Tunic,Leather,Armor,Rare
28878,Inscription of Faith,Other,Consumable,Uncommon
28881,Inscription of Discipline,Other,Consumable,Uncommon
28882,Inscription of Warding,Other,Consumable,Uncommon
28885,Inscription of Vengeance,Other,Consumable,Uncommon
28886,Greater Inscription of Discipline,Other,Consumable,Rare
28887,Greater Inscription of Faith,Other,Consumable,Rare
28888,Greater Inscription of Vengeance,Other,Consumable,Rare
28889,Greater Inscription of Warding,Other,Consumable,Rare
28903,Inscription of the Orb,Other,Consumable,Uncommon
28904,Inscription of the Oracle,Other,Consumable,Uncommon
28907,Inscription of the Blade,Other,Consumable,Uncommon
28908,Inscription of the Knight,Other,Consumable,Uncommon
28909,Greater Inscription of the Orb,Other,Consumable,Rare
28910,Greater Inscription of the Blade,Other,Consumable,Rare
28911,Greater Inscription of the Knight,Other,Consumable,Rare
28912,Greater Inscription of the Oracle,Other,Consumable,Rare
28913,Box of Surveying Equipment,Quest,Quest,Common
28915,Reins of the Dark Riding Talbuk,Mount,Miscellaneous,Epic
28917,High Warlord's Bonegrinder,Mace,Weapon,Rare
28918,High Warlord's Decapitator,Axe,Weapon,Rare
28919,High Warlord's Maul,Mace,Weapon,Rare
28920,High Warlord's Cleaver,Axe,Weapon,Rare
28921,High Warlord's Hacker,Axe,Weapon,Rare
28922,High Warlord's Fleshslicer,Fist Weapon,Weapon,Rare
28923,High Warlord's Painsaw,Polearm,Weapon,Rare
28924,High Warlord's Bonecracker,Mace,Weapon,Rare
28925,High Warlord's Pummeler,Mace,Weapon,Rare
28926,High Warlord's Quickblade,Sword,Weapon,Rare
28927,Red Hawkstrider,Mount,Miscellaneous,Rare
28928,High Warlord's Ripper,Fist Weapon,Weapon,Rare
28929,High Warlord's Shanker,Dagger,Weapon,Rare
28930,High Warlord's Shiv,Dagger,Weapon,Rare
28931,High Warlord's Spellblade,Dagger,Weapon,Rare
28933,High Warlord's Heavy Crossbow,Crossbow,Weapon,Rare
28934,Surveying Equipment,Quest,Quest,Common
28935,High Warlord's War Staff,Staff,Weapon,Rare
28936,Swift Pink Hawkstrider,Mount,Miscellaneous,Epic
28937,High Warlord's Slicer,Sword,Weapon,Rare
28938,High Warlord's Battletome,Miscellaneous,Armor,Rare
28939,High Warlord's Barricade,Shield,Armor,Rare
28940,Grand Marshal's Barricade,Shield,Armor,Rare
28941,Grand Marshal's Battletome,Miscellaneous,Armor,Rare
28942,Grand Marshal's Bonegrinder,Mace,Weapon,Rare
28943,Grand Marshal's Warblade,Sword,Weapon,Rare
28944,Grand Marshal's Cleaver,Axe,Weapon,Rare
28945,Grand Marshal's Decapitator,Axe,Weapon,Rare
28946,Grand Marshal's Hacker,Axe,Weapon,Rare
28947,Grand Marshal's Fleshslicer,Fist Weapon,Weapon,Rare
28948,Grand Marshal's Maul,Mace,Weapon,Rare
28949,Grand Marshal's Painsaw,Polearm,Weapon,Rare
28950,Grand Marshal's Bonecracker,Mace,Weapon,Rare
28951,Grand Marshal's Pummeler,Mace,Weapon,Rare
28952,Grand Marshal's Quickblade,Sword,Weapon,Rare
28953,Grand Marshal's Ripper,Fist Weapon,Weapon,Rare
28954,Grand Marshal's Shanker,Dagger,Weapon,Rare
28955,Grand Marshal's Shiv,Dagger,Weapon,Rare
28956,Grand Marshal's Slicer,Sword,Weapon,Rare
28957,Grand Marshal's Spellblade,Dagger,Weapon,Rare
28959,Grand Marshal's War Staff,Staff,Weapon,Rare
28960,Grand Marshal's Heavy Crossbow,Crossbow,Weapon,Rare
28962,Triangulation Device,Quest,Quest,Common
28963,Voidheart Crown,Cloth,Armor,Epic
28964,Voidheart Robe,Cloth,Armor,Epic
28966,Voidheart Leggings,Cloth,Armor,Epic
28967,Voidheart Mantle,Cloth,Armor,Epic
28968,Voidheart Gloves,Cloth,Armor,Epic
28969,Teleporter Power Pack,Quest,Quest,Common
28970,Nether Dragon Essence,Quest,Quest,Common
28971,Nether Dragonkin Egg,Quest,Quest,Common
28972,Flightblade Throwing Axe,Thrown,Weapon,Poor
28973,Marshal's Chain Bracers,Mail,Armor,Epic
28974,Marshal's Chain Girdle,Mail,Armor,Epic
28975,Marshal's Chain Sabatons,Mail,Armor,Epic
28976,Marshal's Dragonhide Belt,Leather,Armor,Epic
28977,Marshal's Dragonhide Boots,Leather,Armor,Epic
28978,Marshal's Dragonhide Bracers,Leather,Armor,Epic
28979,Light Throwing Knife,Thrown,Weapon,Poor
28980,Marshal's Dreadweave Belt,Cloth,Armor,Epic
28981,Marshal's Dreadweave Cuffs,Cloth,Armor,Epic
28982,Marshal's Dreadweave Stalkers,Cloth,Armor,Epic
28983,Marshal's Lamellar Belt,Plate,Armor,Epic
28984,Marshal's Lamellar Bracers,Plate,Armor,Epic
28985,Marshal's Lamellar Greaves,Plate,Armor,Epic
28986,Marshal's Leather Belt,Leather,Armor,Epic
28987,Marshal's Leather Boots,Leather,Armor,Epic
28988,Marshal's Leather Bracers,Leather,Armor,Epic
28989,Marshal's Linked Bracers,Mail,Armor,Epic
28990,Marshal's Linked Girdle,Mail,Armor,Epic
28991,Marshal's Linked Sabatons,Mail,Armor,Epic
28992,Marshal's Mail Bracers,Mail,Armor,Epic
28993,Marshal's Mail Girdle,Mail,Armor,Epic
28994,Marshal's Mail Sabatons,Mail,Armor,Epic
28995,Marshal's Plate Belt,Plate,Armor,Epic
28996,Marshal's Plate Bracers,Plate,Armor,Epic
28997,Marshal's Plate Greaves,Plate,Armor,Epic
28998,Marshal's Scaled Belt,Plate,Armor,Epic
28999,Marshal's Scaled Bracers,Plate,Armor,Epic
29000,Marshal's Scaled Greaves,Plate,Armor,Epic
29001,Marshal's Silk Belt,Cloth,Armor,Epic
29002,Marshal's Silk Cuffs,Cloth,Armor,Epic
29003,Marshal's Silk Footguards,Cloth,Armor,Epic
29004,Marshal's Wyrmhide Belt,Leather,Armor,Epic
29005,Marshal's Wyrmhide Boots,Leather,Armor,Epic
29006,Marshal's Wyrmhide Bracers,Leather,Armor,Epic
29007,Weighted Throwing Axe,Thrown,Weapon,Poor
29008,Sharp Throwing Axe,Thrown,Weapon,Poor
29009,Heavy Throwing Dagger,Thrown,Weapon,Poor
29010,Wicked Throwing Dagger,Thrown,Weapon,Poor
29011,Warbringer Greathelm,Plate,Armor,Epic
29012,Warbringer Chestguard,Plate,Armor,Epic
29013,Jagged Throwing Axe,Thrown,Weapon,Poor
29014,Blacksteel Throwing Dagger,Thrown,Weapon,Poor
29015,Warbringer Legguards,Plate,Armor,Epic
29016,Warbringer Shoulderguards,Plate,Armor,Epic
29017,Warbringer Handguards,Plate,Armor,Epic
29018,Triangulation Device,Quest,Quest,Common
29019,Warbringer Breastplate,Plate,Armor,Epic
29020,Warbringer Gauntlets,Plate,Armor,Epic
29021,Warbringer Battle-Helm,Plate,Armor,Epic
29022,Warbringer Greaves,Plate,Armor,Epic
29023,Warbringer Shoulderplates,Plate,Armor,Epic
29024,Eye of the Storm Mark of Honor,Money(OBSOLETE),Money(OBSOLETE),Uncommon
29025,D'kaan's Flare,Quest,Quest,Common
29026,Ata'mal Crystal,Quest,Quest,Common
29027,Unstable Warp Rift Generator,Quest,Quest,Common
29028,Cyclone Headdress,Mail,Armor,Epic
29029,Cyclone Hauberk,Mail,Armor,Epic
29030,Cyclone Kilt,Mail,Armor,Epic
29031,Cyclone Shoulderpads,Mail,Armor,Epic
29032,Cyclone Gloves,Mail,Armor,Epic
29033,Cyclone Chestguard,Mail,Armor,Epic
29034,Cyclone Handguards,Mail,Armor,Epic
29035,Cyclone Faceguard,Mail,Armor,Epic
29036,Cyclone Legguards,Mail,Armor,Epic
29037,Cyclone Shoulderguards,Mail,Armor,Epic
29038,Cyclone Breastplate,Mail,Armor,Epic
29039,Cyclone Gauntlets,Mail,Armor,Epic
29040,Cyclone Helm,Mail,Armor,Epic
29041,Draenethyst Crystal of Command,Quest,Quest,Common
29042,Cyclone War-Kilt,Mail,Armor,Epic
29043,Cyclone Shoulderplates,Mail,Armor,Epic
29044,Netherblade Facemask,Leather,Armor,Epic
29045,Netherblade Chestpiece,Leather,Armor,Epic
29046,Netherblade Breeches,Leather,Armor,Epic
29047,Netherblade Shoulderpads,Leather,Armor,Epic
29048,Netherblade Gloves,Leather,Armor,Epic
29049,Light-Collar of the Incarnate,Cloth,Armor,Epic
29050,Robes of the Incarnate,Cloth,Armor,Epic
29051,Warp Nether,Quest,Quest,Common
29053,Trousers of the Incarnate,Cloth,Armor,Epic
29054,Light-Mantle of the Incarnate,Cloth,Armor,Epic
29055,Handwraps of the Incarnate,Cloth,Armor,Epic
29056,Shroud of the Incarnate,Cloth,Armor,Epic
29057,Gloves of the Incarnate,Cloth,Armor,Epic
29058,Soul-Collar of the Incarnate,Cloth,Armor,Epic
29059,Leggings of the Incarnate,Cloth,Armor,Epic
29060,Soul-Mantle of the Incarnate,Cloth,Armor,Epic
29061,Justicar Diadem,Plate,Armor,Epic
29062,Justicar Chestpiece,Plate,Armor,Epic
29063,Justicar Leggings,Plate,Armor,Epic
29064,Justicar Pauldrons,Plate,Armor,Epic
29065,Justicar Gloves,Plate,Armor,Epic
29066,Justicar Chestguard,Plate,Armor,Epic
29067,Justicar Handguards,Plate,Armor,Epic
29068,Justicar Faceguard,Plate,Armor,Epic
29069,Justicar Legguards,Plate,Armor,Epic
29070,Justicar Shoulderguards,Plate,Armor,Epic
29071,Justicar Breastplate,Plate,Armor,Epic
29072,Justicar Gauntlets,Plate,Armor,Epic
29073,Justicar Crown,Plate,Armor,Epic
29074,Justicar Greaves,Plate,Armor,Epic
29075,Justicar Shoulderplates,Plate,Armor,Epic
29076,Collar of the Aldor,Cloth,Armor,Epic
29077,Vestments of the Aldor,Cloth,Armor,Epic
29078,Legwraps of the Aldor,Cloth,Armor,Epic
29079,Pauldrons of the Aldor,Cloth,Armor,Epic
29080,Gloves of the Aldor,Cloth,Armor,Epic
29081,Demon Stalker Greathelm,Mail,Armor,Epic
29082,Demon Stalker Harness,Mail,Armor,Epic
29083,Demon Stalker Greaves,Mail,Armor,Epic
29084,Demon Stalker Shoulderguards,Mail,Armor,Epic
29085,Demon Stalker Gauntlets,Mail,Armor,Epic
29086,Crown of Malorne,Leather,Armor,Epic
29087,Chestguard of Malorne,Leather,Armor,Epic
29088,Legguards of Malorne,Leather,Armor,Epic
29089,Shoulderguards of Malorne,Leather,Armor,Epic
29090,Handguards of Malorne,Leather,Armor,Epic
29091,Chestpiece of Malorne,Leather,Armor,Epic
29092,Gloves of Malorne,Leather,Armor,Epic
29093,Antlers of Malorne,Leather,Armor,Epic
29094,Britches of Malorne,Leather,Armor,Epic
29095,Pauldrons of Malorne,Leather,Armor,Epic
29096,Breastplate of Malorne,Leather,Armor,Epic
29097,Gauntlets of Malorne,Leather,Armor,Epic
29098,Stag-Helm of Malorne,Leather,Armor,Epic
29099,Greaves of Malorne,Leather,Armor,Epic
29100,Mantle of Malorne,Leather,Armor,Epic
29101,Challenge of the Blue Flight,Quest,Quest,Common
29102,Reins of the Cobalt War Talbuk,Mount,Miscellaneous,Epic
29103,Reins of the White War Talbuk,Mount,Miscellaneous,Epic
29104,Reins of the Silver War Talbuk,Mount,Miscellaneous,Epic
29105,Reins of the Tan War Talbuk,Mount,Miscellaneous,Epic
29106,Ata'mal Crystal,Quest,Quest,Common
29108,Blade of the Unyielding,Sword,Weapon,Uncommon
29109,Rod of the Unyielding,Staff,Weapon,Uncommon
29110,Ruined Scented Candle,Junk,Miscellaneous,Poor
29111,Box of Stale Candy,Junk,Miscellaneous,Poor
29112,Cenarion Spirits,Food & Drink,Consumable,Common
29113,Demonic Essence,Quest,Quest,Common
29115,Consortium Blaster,Gun,Weapon,Rare
29116,Nomad's Leggings,Leather,Armor,Rare
29117,Stormspire Vest,Cloth,Armor,Rare
29118,Smuggler's Ammo Pouch,Bag,Container,Rare
29119,Haramad's Bargain,Miscellaneous,Armor,Epic
29120,Pattern: Truefaith Vestments,Tailoring,Recipe,Epic
29121,Guile of Khoraazi,Dagger,Weapon,Epic
29122,Nether Runner's Cowl,Cloth,Armor,Epic
29123,Medallion of the Lightbearer,Miscellaneous,Armor,Epic
29124,Vindicator's Brand,Sword,Weapon,Epic
29125,Retainer's Blade,Dagger,Weapon,Epic
29126,Seer's Signet,Miscellaneous,Armor,Epic
29127,Vindicator's Hauberk,Plate,Armor,Rare
29128,Lightwarden's Band,Miscellaneous,Armor,Rare
29129,Anchorite's Robes,Cloth,Armor,Rare
29130,Auchenai Staff,Staff,Weapon,Rare
29131,Retainer's Leggings,Leather,Armor,Rare
29132,Scryer's Bloodgem,Miscellaneous,Armor,Rare
29133,Seer's Cane,Staff,Weapon,Rare
29134,Gauntlets of the Chosen,Plate,Armor,Rare
29135,Earthcaller's Headdress,Mail,Armor,Rare
29136,Far Seer's Helm,Mail,Armor,Rare
29137,Hellscream's Will,Axe,Weapon,Rare
29138,Arechron's Gift,Mace,Weapon,Rare
29139,Ceremonial Cover,Cloth,Armor,Rare
29140,Cloak of the Ancient Spirits,Cloth,Armor,Rare
29141,Tempest Leggings,Leather,Armor,Rare
29142,Kurenai Kilt,Leather,Armor,Rare
29143,Clefthoof Hide Quiver,Bag,Container,Rare
29144,Worg Hide Quiver,Bag,Container,Rare
29145,Band of Ancestral Spirits,Miscellaneous,Armor,Rare
29146,Band of Elemental Spirits,Miscellaneous,Armor,Rare
29147,Talbuk Hide Spaulders,Leather,Armor,Rare
29148,Blackened Leather Spaulders,Leather,Armor,Rare
29149,Sporeling's Firestick,Wand,Weapon,Rare
29150,Hardened Stone Shard,Dagger,Weapon,Rare
29151,Veteran's Musket,Gun,Weapon,Epic
29152,Marksman's Bow,Bow,Weapon,Epic
29153,Blade of the Archmage,Sword,Weapon,Epic
29154,Legion Cannon,Quest,Quest,Common
29155,Stormcaller,Sword,Weapon,Epic
29156,Honor's Call,Sword,Weapon,Epic
29157,Golden Ring of Power,Miscellaneous,Armor,Rare
29158,Truesilver Commander's Ring,Miscellaneous,Armor,Rare
29159,Glowing Thorium Band,Miscellaneous,Armor,Uncommon
29160,Emerald Lion Ring,Miscellaneous,Armor,Uncommon
29161,Void Ridge Soul Shard,Quest,Quest,Common
29162,Galaxis Soul Shard,Other,Consumable,Common
29163,Raw Farahlite,Quest,Quest,Common
29164,Farahlite Core,Quest,Quest,Common
29165,Warbringer,Axe,Weapon,Epic
29166,Hellforged Halberd,Polearm,Weapon,Rare
29167,Blackened Spear,Polearm,Weapon,Rare
29168,Ancestral Band,Miscellaneous,Armor,Rare
29169,Ring of Convalescence,Miscellaneous,Armor,Rare
29170,Windcaller's Orb,Miscellaneous,Armor,Epic
29171,Earthwarden,Mace,Weapon,Epic
29172,Ashyen's Gift,Miscellaneous,Armor,Epic
29173,Strength of the Untamed,Miscellaneous,Armor,Rare
29174,Watcher's Cowl,Cloth,Armor,Rare
29175,Gavel of Pure Light,Mace,Weapon,Epic
29176,Crest of the Sha'tar,Shield,Armor,Epic
29177,A'dal's Command,Miscellaneous,Armor,Epic
29179,Xi'ri's Gift,Miscellaneous,Armor,Rare
29180,Blessed Scale Girdle,Mail,Armor,Rare
29181,Timelapse Shard,Miscellaneous,Armor,Epic
29182,Riftmaker,Dagger,Weapon,Epic
29183,Bindings of the Timewalker,Cloth,Armor,Epic
29184,Timewarden's Leggings,Plate,Armor,Rare
29185,Continuum Blade,Sword,Weapon,Rare
29186,Arcanum of the Defender,Quest,Quest,Poor
29187,Inscription of Endurance,Other,Consumable,Uncommon
29189,Arcanum of Renewal,Quest,Quest,Poor
29190,Arcanum of Renewal,Quest,Quest,Poor
29191,Arcanum of Power,Quest,Quest,Poor
29192,Arcanum of Ferocity,Quest,Quest,Poor
29193,Arcanum of the Gladiator,Quest,Quest,Poor
29194,Arcanum of Nature Warding,Quest,Quest,Poor
29195,Arcanum of Arcane Warding,Quest,Quest,Poor
29196,Arcanum of Fire Warding,Quest,Quest,Poor
29197,Arcanum of Fire Warding,Quest,Quest,Poor
29198,Arcanum of Frost Warding,Quest,Quest,Poor
29199,Arcanum of Shadow Warding,Quest,Quest,Poor
29200,Falfindel's Blaster,Gun,Weapon,Uncommon
29201,Thick Bronze Darts,Thrown,Weapon,Poor
29202,Whirling Steel Axes,Thrown,Weapon,Poor
29203,Enchanted Thorium Blades,Thrown,Weapon,Poor
29204,Felsteel Whisper Knives,Thrown,Weapon,Poor
29205,Inquisitor's Crest - Top Half,Quest,Quest,Common
29206,Inquisitor's Crest - Bottom Half,Quest,Quest,Common
29207,Conjuring Powder,Quest,Quest,Common
29209,Zaxxis Insignia,Quest,Quest,Common
29210,Assassin's Throwing Axe,Thrown,Weapon,Poor
